#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
Strain0013_contigs.fa,contig00007,35155,37908,-,ami,1-2754/2754,===============,0/0,100.00,99.56,vfdb,NP_466081,(ami) autolysin amidase adhesin [Ami (VF0071)] [Listeria monocytogenes EGD-e],
Strain0013_contigs.fa,contig00007,47658,48095,+,gtcA,1-438/438,===============,0/0,100.00,100.00,vfdb,NP_466072,(gtcA) wall teichoic acid glycosylation protein GtcA [GtcA (VF0448)] [Listeria monocytogenes EGD-e],
Strain0013_contigs.fa,contig00007,130465,131061,-,clpP,1-597/597,===============,0/0,100.00,100.00,vfdb,NP_465991,(clpP) ATP-dependent Clp protease proteolytic subunit [ClpP (VF0074)] [Listeria monocytogenes EGD-e],
Strain0013_contigs.fa,contig00008,88349,89230,-,prsA2,1-882/882,===============,0/0,100.00,99.77,vfdb,NP_465743,(prsA2) post translocation chaperone PrsA2 [PrsA2 (VF0449)] [Listeria monocytogenes EGD-e],
Strain0013_contigs.fa,contig00010,24902,27367,+,inlF,1-2466/2466,===============,0/0,100.00,99.68,vfdb,NP_463939,(inlF) internalin F [InlF (VF0447)] [Listeria monocytogenes EGD-e],
Strain0013_contigs.fa,contig00010,32755,34155,+,pdgA,1-1401/1401,===============,0/0,100.00,99.86,vfdb,NP_463944,(pdgA) Peptidoglycan N-deacetylase [PgdA (VF0442)] [Listeria monocytogenes EGD-e],
Strain0013_contigs.fa,contig00010,49807,52209,+,inlA,1-2403/2403,===============,0/0,100.00,98.04,vfdb,NP_463962,(inlA) Internalin A [InlA (VF0069)] [Listeria monocytogenes EGD-e],
Strain0013_contigs.fa,contig00010,52294,54186,+,inlB,1-1893/1893,===============,0/0,100.00,99.37,vfdb,NP_463963,(inlB) Internalin B [InlB (VF0070)] [Listeria monocytogenes EGD-e],
Strain0013_contigs.fa,contig00010,55856,56473,+,lntA,1-618/618,===============,0/0,100.00,90.78,vfdb,NP_463967,(lntA) listeria nuclear targeted protein A [LntA (VF0440)] [Listeria monocytogenes EGD-e],
Strain0013_contigs.fa,contig00011,83554,86016,-,clpC,1-2463/2463,===============,0/0,100.00,99.88,vfdb,NP_463763,(clpC) endopeptidase Clp ATP-binding chain C [ClpC (VF0072)] [Listeria monocytogenes EGD-e],
Strain0013_contigs.fa,contig00012,20013,20882,-,plcB,1-870/870,===============,0/0,100.00,99.77,vfdb,NP_463736,(plcB) phospholipase C [PlcB (VF0067)] [Listeria monocytogenes EGD-e],
Strain0013_contigs.fa,contig00012,20918,22837,-,actA,1-1920/1920,===============,0/0,100.00,99.27,vfdb,NP_463735,(actA) actin-assembly inducing protein precursor [ActA (VF0066)] [Listeria monocytogenes EGD-e],
Strain0013_contigs.fa,contig00012,23036,24568,-,mpl,1-1533/1533,===============,0/0,100.00,99.74,vfdb,NP_463734,(mpl) Zinc metalloproteinase precursor [Mpl (VF0065)] [Listeria monocytogenes EGD-e],
Strain0013_contigs.fa,contig00012,24897,26486,-,hly,1-1590/1590,===============,0/0,100.00,99.56,vfdb,NP_463733,(hly) listeriolysin O precursor [LLO (VF0064)] [Listeria monocytogenes EGD-e],
Strain0013_contigs.fa,contig00012,26728,27681,+,plcA,1-954/954,===============,0/0,100.00,98.22,vfdb,NP_463732,(plcA) phosphatidylinositol-specific phospholipase c [PlcA (VF0063)] [Listeria monocytogenes EGD-e],
Strain0013_contigs.fa,contig00012,27952,28665,+,prfA,1-714/714,===============,0/0,100.00,100.00,vfdb,NP_463731,(prfA) listeriolysin positive regulatory protein [PrfA (VF0062)] [Listeria monocytogenes EGD-e],
Strain0013_contigs.fa,contig00014,20671,25806,+,lapB,1-5136/5136,===============,0/0,100.00,98.05,vfdb,NP_465191,(lapB) Listeria adhesion protein LapB [LapB (VF0446)] [Listeria monocytogenes EGD-e],
Strain0013_contigs.fa,contig00016,12636,13835,+,vip,1-1200/1200,===============,0/0,100.00,100.00,vfdb,NP_463850,(vip) surface adhesin Vip [Vip (VF0443)] [Listeria monocytogenes EGD-e],
