#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
EQA2315_contigs.fa,contig00001,271520,271936,+,sseE,1-417/417,===============,0/0,100.00,99.76,vfdb,NP_460367,(sseE) type III secretion system effector SseE [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00001,271988,272422,+,sscB,1-435/435,===============,0/0,100.00,100.00,vfdb,NP_460368,(sscB) chaperone for sseF [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00001,272438,273220,+,sseF,1-783/783,===============,0/0,100.00,98.98,vfdb,NP_460369,(sseF) type III secretion system effector SseF [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00001,273217,273906,+,sseG,1-690/690,===============,0/0,100.00,99.42,vfdb,NP_460370,(sseG) type III secretion system effector SseG [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00001,274000,274215,+,ssaG,1-216/216,===============,0/0,100.00,100.00,vfdb,NP_460371,(ssaG) type III secretion system needle filament protein SsaG [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00001,274256,274483,+,ssaH,1-228/228,===============,0/0,100.00,100.00,vfdb,NP_460372,(ssaH) type III secretion system protein SsaH [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00001,274495,274743,+,ssaI,1-249/249,===============,0/0,100.00,100.00,vfdb,NP_460373,(ssaI) type III secretion system inner rod protein SsaI [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00001,274740,275489,+,ssaJ,1-750/750,===============,0/0,100.00,98.67,vfdb,NP_460374,(ssaJ) type III secretion system inner MS ring protein SsaJ [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00001,276052,276726,+,ssaK,1-675/675,===============,0/0,100.00,99.41,vfdb,NP_460376,(ssaK) type III secretion system stator SsaK [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00001,276692,277708,+,ssaL,1-1017/1017,===============,0/0,100.00,99.31,vfdb,NP_460377,(ssaL) type III secretion system gatekeeper SsaL [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00001,277766,278134,+,ssaM,1-369/369,===============,0/0,100.00,99.46,vfdb,NP_460378,(ssaM) type III secretion system protein SsaM [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00001,278119,280164,+,ssaV,1-2046/2046,===============,0/0,100.00,100.00,vfdb,NP_460379,(ssaV) type III secretion system major export apparatus protein ssaV [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00001,280154,281455,+,ssaN,1-1302/1302,===============,0/0,100.00,99.16,vfdb,NP_460380,(ssaN) type III secretion system ATPase SsaN [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00001,281458,281835,+,ssaO,1-378/378,===============,0/0,100.00,99.73,vfdb,NP_460381,(ssaO) type III secretion system stalk protein SsaO [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00001,281816,282190,+,ssaP,1-375/375,===============,0/0,100.00,99.73,vfdb,NP_460382,(ssaP) type III secretion system needle length regulator SsaP [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00001,282171,283139,+,ssaQ,1-969/969,===============,0/0,100.00,98.56,vfdb,NP_460383,(ssaQ) type III secretion system C ring protein SsaQ [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00001,283207,283854,+,ssaR,1-648/648,===============,0/0,100.00,99.07,vfdb,NP_460384,(ssaR) type III secretion system minor export apparatus protein SsaR [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00001,283851,284117,+,ssaS,1-267/267,===============,0/0,100.00,99.25,vfdb,NP_460385,(ssaS) type III secretion system minor export apparatus protein SsaS [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00001,284118,284897,+,ssaT,1-780/780,===============,0/0,100.00,98.72,vfdb,NP_460386,(ssaT) type III secretion system minor export apparatus protein SsaT [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00001,284894,285952,+,ssaU,1-1059/1059,===============,0/0,100.00,98.96,vfdb,NP_460387,(ssaU) type III secretion system export apparatus switch protein SsaU [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00001,433493,434125,-,steA,1-633/633,===============,0/0,100.00,97.31,vfdb,NP_460542,(steA) type III secretion system effector SteA [SPI-1 encoded T3SS (SS010)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00001,456160,457110,+,sifB,1-951/951,===============,0/0,100.00,98.63,vfdb,NP_460561,(sifB) type III secretion system effector SifB [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00001,480241,480642,+,steB,1-402/402,===============,0/0,100.00,99.75,vfdb,AAL20547,(steB) type III secretion system effector SteB [SPI-1 encoded T3SS (SS010)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00001,481912,483138,+,sseJ,1-1227/1227,===============,0/0,100.00,99.76,vfdb,NP_460590,(sseJ) type III secretion system effector SseJ glycerophospholipid:cholesterol acyltransferase [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00001,550778,552151,-,steC,1-1374/1374,===============,0/0,100.00,99.42,vfdb,NP_460656,(steC) type III secretion system effector SteC [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00001,712976,713698,-,sopE2,1-723/723,===============,0/0,100.00,100.00,vfdb,NP_460811,(sopE2) type III secretion system effector SopE2 guanine nucleotide exchange factor [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00002,296322,296855,+,fimI,1-534/534,===============,0/0,100.00,98.50,vfdb,NP_459539,(fimI) fimbrial protein internal segment [Type 1 fimbriae (VF0102)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00002,296899,297591,+,fimC,1-693/693,===============,0/0,100.00,98.70,vfdb,NP_459540,(fimC) chaperone protein FimC [Type 1 fimbriae (VF0102)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00002,297622,300234,+,fimD,1-2613/2613,===============,0/0,100.00,99.00,vfdb,NP_459541,(fimD) usher protein FimD [Type 1 fimbriae (VF0102)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00002,300249,301256,+,fimH,1-1008/1008,===============,0/0,100.00,98.02,vfdb,NP_459542,(fimH) type I fimbriae minor fimbrial subunit FimH adhesin [Type 1 fimbriae (VF0102)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00002,301266,301784,+,fimF,1-519/519,===============,0/0,100.00,99.23,vfdb,NP_459543,(fimF) type I fimbriae adaptor protein FimF [Type 1 fimbriae (VF0102)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00003,200318,207613,-,ratB,1-7308/7308,========/======,2/12,99.84,98.71,vfdb,NP_461449,(ratB) putative outer membrane protein [RatB (VF0399)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00003,214512,216704,-,sinH,1-2193/2193,===============,0/0,100.00,99.91,vfdb,NP_461452,(sinH) intimin-like protein [SinH (VF0400)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00005,68516,70864,+,sopA,1-2349/2349,===============,0/0,100.00,99.28,vfdb,NP_461011,(sopA) type III secretion system effector SopA E3 ubiquitin ligase [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00005,258276,260642,-,sspH2,1-2367/2367,===============,0/0,100.00,99.66,vfdb,NP_461184,(sspH2) type III secretion system effector SspH2 E3 ubiquitin ligase [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00006,214,750,+,lpfA,1-537/537,===============,0/0,100.00,99.81,vfdb,NP_462541,(lpfA) long polar fimbria protein LpfA [Lpf (VF0105)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00006,835,1533,+,lpfB,1-699/699,===============,0/0,100.00,99.86,vfdb,NP_462540,(lpfB) long polar fimbrial chaperone protein LpfB [Lpf (VF0105)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00006,1556,4083,+,lpfC,1-2529/2529,========/======,1/1,99.96,99.17,vfdb,NP_462539,(lpfC) long polar fimbrial usher protein LpfC [Lpf (VF0105)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00006,4101,5180,+,lpfD,1-1080/1080,===============,0/0,100.00,99.63,vfdb,NP_462538,(lpfD) long polar fimbrial protein LpfD [Lpf (VF0105)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00006,5186,5713,+,lpfE,1-528/528,===============,0/0,100.00,99.81,vfdb,NP_462537,(lpfE) long polar fimbrial minor subunit LpfE adhesin [Lpf (VF0105)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00007,127530,128483,-,sopD,1-954/954,===============,0/0,100.00,97.90,vfdb,NP_461866,(sopD) type III secretion system effector SopD [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00007,169506,169949,-,invH,1-444/444,===============,0/0,100.00,98.87,vfdb,NP_461821,(invH) type III secretion system pilotin invG [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00007,170405,171055,+,invF,1-651/651,===============,0/0,100.00,99.85,vfdb,NP_461820,(invF) type III secretion system regulatory protein InvF [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00007,171052,172740,+,invG,1-1689/1689,===============,0/0,100.00,99.35,vfdb,NP_461819,(invG) type III secretion system secretin invG [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00007,172737,173855,+,invE,1-1119/1119,===============,0/0,100.00,99.73,vfdb,NP_461818,(invE) type III secretion system gatekeeper invE [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00007,173880,175937,+,invA,1-2058/2058,===============,0/0,100.00,99.32,vfdb,NP_461817,(invA) type III secretion system major export apparatus protein InvA [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00007,175961,176368,+,invB,1-408/408,===============,0/0,100.00,99.02,vfdb,NP_461816,(invB) type III secretion system protein InvB [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00007,176365,177660,+,invC,1-1296/1296,===============,0/0,100.00,99.92,vfdb,NP_461815,(invC) type III secretion system ATPase InvC [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00007,177638,178081,+,invI,1-444/444,===============,0/0,100.00,100.00,vfdb,NP_461814,(invI) type III secretion system stalk protein InvI [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00007,178081,179091,+,invJ,1-1011/1011,===============,0/0,100.00,99.11,vfdb,NP_461813,(invJ) type III secretion system needle length regulator InvJ [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00007,179091,180002,+,spaO,1-912/912,===============,0/0,100.00,98.90,vfdb,NP_461812,(spaO) type III secretion system C ring protein SpaO [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00007,179992,180666,+,spaP,1-675/675,===============,0/0,100.00,98.96,vfdb,NP_461811,(spaP) type III secretion system minor export apparatus protein SpaP [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00007,180692,180952,+,spaQ,1-261/261,===============,0/0,100.00,100.00,vfdb,NP_461810,(spaQ) type III secretion system minor export apparatus protein SpaQ [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00007,180956,181747,+,spaR,1-792/792,===============,0/0,100.00,99.24,vfdb,NP_461809,(spaR) type III secretion system minor export apparatus protein SpaR [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00007,181734,182804,+,spaS,1-1071/1071,===============,0/0,100.00,100.00,vfdb,NP_461808,(spaS) type III secretion system export apparatus switch protein SpaS [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00007,182942,183439,+,sicA,1-498/498,===============,0/0,100.00,99.60,vfdb,NP_461807,(sicA) chaparone for SipC and SipB [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00007,183442,185223,+,sipB/sspB,1-1782/1782,===============,0/0,100.00,99.72,vfdb,NP_461806,(sipB/sspB) type III secretion system hydrophilic translocator pore protein SipB [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00007,185251,186480,+,sipC/sspC,1-1230/1230,===============,0/0,100.00,99.51,vfdb,NP_461805,(sipC/sspC) type III secretion system hydrophilic translocator pore protein SipC [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00007,186551,187582,+,sipD,1-1032/1032,===============,0/0,100.00,99.81,vfdb,NP_461804,(sipD) type III secretion system hydrophilic translocator needle tip protein SipD [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00007,187601,189658,+,sipA/sspA,1-2058/2058,===============,0/0,100.00,99.85,vfdb,NP_461803,(sipA/sspA) type III secretion system effector SipA actin polymerizing activity [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00007,190256,190648,+,sicP,1-393/393,===============,0/0,100.00,100.00,vfdb,NP_461800,(sicP) chaparone for SptP [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00007,190635,192266,+,sptP,1-1632/1632,===============,0/0,100.00,99.63,vfdb,NP_461799,(sptP) type III secretion system effector SptP tyrosine phosphatase and GTPase-activating protein [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00007,196817,197995,+,prgH,1-1179/1179,===============,0/0,100.00,99.58,vfdb,NP_461795,(prgH) type III secretion system outer MS ring protein PrgH [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00007,198020,198262,+,prgI,1-243/243,===============,0/0,100.00,100.00,vfdb,NP_461794,(prgI) type III secretion system needle filament protein PrgI [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00007,198281,198586,+,prgJ,1-306/306,===============,0/0,100.00,100.00,vfdb,NP_461793,(prgJ) type III secretion system inner rod protein PrgJ [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00007,198583,199341,+,prgK,1-759/759,===============,0/0,100.00,99.87,vfdb,NP_461792,(prgK) type III secretion system inner MS ring protein PrgK [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00007,199313,199912,+,orgA,1-600/600,===============,0/0,100.00,100.00,vfdb,NP_461791,(orgA) type III secretion system accessory cytosolic protein OrgA [SPI-1 encoded T3SS (SS010)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00007,199869,200549,+,orgB,1-681/681,===============,0/0,100.00,99.85,vfdb,NP_461790,(orgB) type III secretion system stator OrgB [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00007,200546,200998,+,orgC,1-453/453,===============,0/0,100.00,99.34,vfdb,NP_461789,(orgC) type III secretion system effector OrgC [SPI-1 encoded T3SS (SS010)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00007,203530,204437,+,avrA,1-909/909,========/======,1/1,99.89,99.78,vfdb,NP_461786,(avrA) type III secretion system effector AvrA acetyltransferease [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00010,156328,157055,-,entA,16-743/747,===============,0/0,97.46,80.22,vfdb,NP_752614,(entA) 23-dihydro-23-dihydroxybenzoate dehydrogenase [Enterobactin (VF0228)] [Escherichia coli CFT073],
EQA2315_contigs.fa,contig00010,157086,157936,-,entB,1-851/858,===============,0/0,99.18,80.49,vfdb,NP_752613,(entB) isochorismatase [Enterobactin (VF0228)] [Escherichia coli CFT073],
EQA2315_contigs.fa,contig00010,164516,165424,+,fepG,85-993/993,.==============,0/0,91.54,80.42,vfdb,NP_752607,(fepG) iron-enterobactin ABC transporter permease [Enterobactin (VF0228)] [Escherichia coli CFT073],
EQA2315_contigs.fa,contig00010,165421,166208,+,fepC,1-788/816,========/======,2/2,96.45,80.48,vfdb,NP_752606,(fepC) ferrienterobactin ABC transporter ATPase [Enterobactin (VF0228)] [Escherichia coli CFT073],
EQA2315_contigs.fa,contig00011,125510,128377,+,misL,1-2868/2868,===============,0/0,100.00,99.44,vfdb,NP_462656,(misL) putative autotransporter [MisL (VF0397)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00011,132230,134956,-,mgtB,1-2727/2727,===============,0/0,100.00,99.23,vfdb,NP_462662,(mgtB) Mg2+ transport protein [MgtBC (VF0106)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00011,135176,135871,-,mgtC,1-696/696,===============,0/0,100.00,98.56,vfdb,NP_462663,(mgtC) Mg2+ transport protein [MgtBC (VF0106)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00012,11826,12359,+,sodCI,1-534/534,===============,0/0,100.00,100.00,vfdb,NP_460019,(sodCI) Gifsy-2 prophage: superoxide dismutase precursor (Cu-Zn) [SodCI (VF0109)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00012,19149,19502,+,grvA,1-354/354,===============,0/0,100.00,99.72,vfdb,AAG03023,(grvA) gifsy-2 related virulence gene [GrvA (VF0110)] [Salmonella enterica (serovar typhimurium)],
EQA2315_contigs.fa,contig00014,36300,37259,-,sopD2,1-960/960,===============,0/0,100.00,99.38,vfdb,NP_459947,(sopD2) type III secretion system effector SopD2 [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00015,47136,48104,+,sseI/srfH,1-969/969,===============,0/0,100.00,99.59,vfdb,NP_460026,(sseI/srfH) type III secretion system effector SseI/SrfH cysteine protease [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00015,68137,69189,-,ompA,1-1041/1041,========/======,1/12,100.00,89.55,vfdb,AAF37887,(ompA) outer membrane protein A [OmpA (VF0236)] [Escherichia coli O18:K1:H7 str. RS218],
EQA2315_contigs.fa,contig00015,83640,84515,-,pipB,1-876/876,===============,0/0,100.00,98.97,vfdb,NP_460061,(pipB) type III secretion system effector PipB [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00015,85421,87106,-,sopB/sigD,1-1686/1686,===============,0/0,100.00,99.29,vfdb,NP_460064,(sopB/sigD) type III secretion system effector SopB phosphoinositide phosphatase [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
EQA2315_contigs.fa,contig00016,39641,40537,-,mig-14,1-897/897,===============,0/0,100.00,98.11,vfdb,NP_461708,(mig-14) antimicrobial peptide resistance protein Mig-14 [Mig-14 (VF0395)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
